name,lat,lon
Loufou Doudine,14.75,-17.1
Louga,15.62,-16.22
Lougayama,14.53,-14.67
Louggue Foulbe,16.06,-13.92
Lougguere Tioli,15.56,-14.62
Louggué Nodi,14.71,-12.97
Louggué Tiékodié,14.67,-13.98
Lougol,14.15,-15.72
Lougou-Fourodi,16.51,-15
Lougoul,14.95,-16.07
Lougoundo,13.46,-12.44
Lougous,14.9,-16.98
Lougre,15.16,-15.91
Louguere Baba,16.61,-14.78
Louguere Baba,15.02,-13.55
Louguere Mbaba,15.73,-14.43
Lougui Ouolof,15.6,-15.96
Lougué,14.08,-15.53
Lougué,14.07,-12.94
Lougué,13.78,-15.77
Louguéniani,12.46,-12.56
Loukoukou,14.3,-16.55
Loul Sessene,14.3,-16.6
Louli,14.43,-16.83
Louli Mbafaye,14.45,-16.85
Louli Mbouday,14.42,-16.85
Louli Niar,14.45,-16.83
Loum Ferbe,16.29,-14.37
Loumbal,16.01,-13.83
Loumbal,15.39,-15.51
Loumbel,15.7,-15.84
Loumbel,15.25,-14.9
Loumbel,15.13,-15.66
Loumbel,14.8,-15.67
Loumbel,14.67,-15.98
Loumbel Bassinare,15.28,-15.82
Loumbel Bissinabé,15.99,-15.77
Loumbel Boki,15.05,-15.91
Loumbel Deba,15.93,-15.02
Loumbel Djibi,15.84,-14.66
Loumbel Douki,15.4,-15.58
Loumbel Gaoudi,15.45,-15.55
Loumbel Keli,14.38,-16.05
Loumbel Koral,15.36,-15.63
Loumbel Lade,15.07,-15.88
Loumbel Lana,15.27,-14.73
Loumbel Mbatma,15.84,-14.5
Loumbel Saye,14.6,-16.07
Loumbel Saye Koye,15.1,-15.7
Loumbel Tédou,15.44,-15.62
Loumbeoro,15.91,-15.06
Loumbi,15.78,-15.76
Loumbi,15.75,-13.9
Loumbi,14.45,-14.25
Loumbi,15.61,-15.12
Loumbi Abobe,14.72,-14.6
Loumbi Arabobe,15.87,-15.5
Loumbi Diaoube,14.5,-15.67
Loumbi Dienguel,15.98,-14.26
Loumbi Guido,15.87,-14.63
Loumbi Sadio,14.06,-12.77
Loumbi-Laoube,15.46,-15.81
Loumbinol,15.39,-14.67
Loumbodi Fodji,15.37,-15.92
Loumbol,15.88,-16.02
Loumbol,15.32,-13.73
Loumbol,14.43,-14.98
Loumbol,14.4,-14.6
Loumbol Alessek,14.32,-14.52
Loumbol Amar,15.52,-13.63
Loumbol Baraguel,14.9,-15.57
Loumbol Barode,16.07,-14.87
Loumboul Tobito,14.77,-12.58
Loumene,15.49,-15.94
Loumène,15.09,-15.89
Loumène,14.97,-15.92
Loumène,14.05,-15.6
Lountchi,13.83,-13.03
Lour,14.22,-14.73
Lour Gaode,15.89,-14.05
Lour Harao,15.92,-14.06
Lour Ouolof,15.95,-14.03
Loyene,15.48,-16.33
Loyene Nierou,15.27,-16.52
Lyndiane,12.47,-11.9
Lâ,14.77,-15.98
Lègui,15.63,-13.37
M'Bal Fall,15.15,-16.43
M'Bar,15.03,-16.8
M'Bar Seck,15.32,-16.05
M'Bati,15.38,-16.07
M'Beibakar,15.05,-16.78
M'Bidjein,14.9,-17.08
M'Billor,16.52,-15.58
M'Bolkam,15.1,-16.05
M'Boss,14.37,-15.78
M'Boss Bala,14.4,-15.72
M'Boulouch,15.98,-16.25
M'Boumba,16.19,-14.02
M'Bourine,15.1,-16.68
M'Pal Yari Gouy,15.83,-16.27
M'Palen,15.17,-16.65
Ma Samba,14.78,-16.08
Mabaouane,14.88,-17.13
Mabo,13.92,-15.68
Macouda,13.14,-16.68
Madayana,15.8,-16.43
Madena,15.28,-16.68
Madi Koumbaya,13.83,-12.96
Madiali,13.5,-13.57
Madianke,13.25,-14.95
Madieda,13.13,-16.23
Madieri,12.79,-11.79
Madifatouma,13.58,-12.88
Madina,13.3,-14.72
Madina,15.25,-13.9
Madina,14.04,-12.19
Madina,13.98,-14.95
Madina,13.98,-14.53
Madina,13.87,-13.53
Madina,13.32,-15.75
Madina,13.17,-11.79
Madina,13.05,-14.28
Madina,12.76,-15.23
Madina,12.7,-15.85
Madina,12.62,-15.68
Madina,12.51,-16.04
Madina,12.52,-15.78
Madina Abdou,12.87,-14.58
Madina Alfa,13.27,-14.62
Madina Amade Malik,13.95,-13.52
Madina Amadi Sedi,14.23,-12.77
Madina Bafé,12.5,-11.53
Madina Boïdo Kamara,13.2,-14.98
Madina Dahaba,13.43,-14.97
Madina Dantila,12.82,-11.91
Madina Diaka,13.8,-13.97
Madina Diam,13.57,-13.57
Madina Diamboye,13.22,-14.38
Madina Dianambé Kandé,13.07,-15.08
Madina Dianbéré,13.15,-14.17
Madina Djikoye,13.63,-16.3
Madina Faroto,12.67,-11.8
Madina Finndifeto,12.81,-15.53
Madina Fofana,13.15,-13.97
Madina Kokoun,13.33,-13.77
Madina Ladji,12.75,-14.9
Madina Maboule,13.82,-13.75
Madina Mamadou,12.98,-14.18
Madina Mandingue,13.02,-15.5
Madina Manfinn,13.63,-13.73
Madina Mari,13.18,-14.3
Madina Maye,13.18,-14.32
Madina N'Diathebes,16.29,-14.14
Madina Niana,13.83,-13.75
Madina Ouli,13.68,-14.12
Madina Pate,13.43,-13.78
Madina Pate,13.3,-14.53
Madina Ponssan,12.72,-14.2
Madina Samba,12.7,-14.23
Madina Sayindi,13.28,-15.27
Madina Sibikili,13.68,-13.68
Madina Torobé,15.4,-13.21
Madina Torobé,14.68,-12.91
Madina Toubacouta,13.03,-11.84
Madina Yéro,13.43,-13.67
Madina-Diaka,13.86,-12.91
Madina-Foulbé,13.85,-12.08
Madinatou,12.5,-12.01
Madiou,12.45,-12.01
Madjé,14.57,-13.2
Mael,13.88,-13.68
Maelkadié,15.11,-12.73
Magana Boubacar,13.02,-14.8
Mahafar,15.53,-15.83
Mahamouda II,13.1,-16.68
Mahmouda,12.97,-16.5
Mahmouda II,13.11,-16.69
Mahon,12.85,-14.82
Maiaye,15.25,-16.26
Mailach,15.32,-15.57
Maina,13.48,-13.68
Maka,12.86,-12.35
Maka,16.02,-16.44
Maka,15.18,-16.8
Maka,15.75,-16.47
Maka,16.21,-16.38
Maka,15.98,-16.13
Maka,15.85,-15.95
Maka,15.67,-16.25
Maka,15.25,-15.99
Maka,15.02,-16.95
Maka,13.83,-15.67
Maka,13.67,-14.28
Maka,12.85,-15.29
Maka Baye,14.32,-15.92
Maka Bella,14.1,-15.23
Maka Diagne,15.33,-16.35
Maka Fall,15.35,-16.54
Maka Fas,13.98,-15.83
Maka Gaye,15.82,-16.17
Maka Goui,13.8,-14.95
Maka Handalla,13.88,-15.42
Maka Kahone,14.15,-16.02
Maka Katal,13.93,-14.7
Maka Mboubene,15.43,-16.43
Maka Momarkhari,15.1,-16.3
Maka Mor Madiké,15.76,-16.5
Maka Ndiaye,15.67,-16.4
Maka Ndiaye,15.53,-16.53
Maka Sar,14.72,-15.67
Maka Tare,15.79,-16.4
Maka Yop,14.03,-15.03
Makabe Koniadji,13.43,-13.68
Makabing,13.43,-13.7
Makabé Sidi,13.42,-13.68
Makadou,15.3,-15.92
Makagni,13.02,-14.87
Makagoui,13.78,-15.23
Makakoto,13.73,-14.25
Makali,15.38,-16.6
Makama,13.06,-12.12
Makandi,13.62,-14.22
Makayaya,13.65,-13.48
Makayel,13.42,-14.8
Makhama,13.82,-15.03
Makhana,16.09,-16.37
Makhani,15.13,-16.2
Makine,15.24,-15.92
Makoumba Souna,13.72,-16.28
Mal,16.14,-15.93
Mal,16.13,-15.89
Mal,16.09,-15.72
Mal,16.12,-15.98
Mala Diop,14.9,-16.1
Malandiankounda,12.68,-15.52
Malem,15.55,-15.56
Malem,14.05,-15.23
Malem,14.22,-13.43
Malem,12.46,-11.89
Malem Ba,14.18,-14.32
Malem Niani,13.93,-14.3
Mali,14.62,-16.68
Malifara,12.61,-15.58
Malifara Brassou,12.7,-15.32
Malika,14.79,-17.34
Malika-Mer,14.81,-17.34
Malikounda,14.48,-16.95
Malikounda Ngocob,14.5,-16.97
Malikounda Ngouroui,14.45,-16.93
Malikounda Sas,14.45,-16.97
Malinda,12.48,-11.96
Malka,14.52,-15.98
Malème,13.82,-13.92
Malème Hodar,14.08,-15.3
Malène,13.93,-15.73
Maléko,13.21,-12.02
Mama Ndaho,14.51,-12.34
Mamadou Boundou,12.39,-12.35
Mamadou Kouba,14.27,-15.3
Mamadou Koupa,13.72,-13.3
Mamakhonon,13.18,-12.05
Mamankanti,12.8,-12.44
Mamat Aoua,13.9,-15.7
Mambaya,12.97,-13.95
Mamboya,13.18,-13.43
Mamoussoulé,14.42,-13.38
Mampalago,12.92,-16
Mampalim,12.87,-14.33
Mampatim Maoundé,12.88,-14.33
Mamâri,15.05,-13.71
Mana,14.37,-14.63
Manael,15.01,-12.5
Manato,12.83,-13.95
Manbigne Kantapor,13.13,-15.98
Manbigné,12.96,-15.86
Manbourouk,12.95,-16.54
Manda,13.25,-13.88
Mandagen,12.75,-16.38
Mandaguie,14.68,-16.8
Mandak,13.32,-14.68
Mandakoli,12.78,-11.77
Mandankholi,13.03,-11.97
Mande,14.28,-16.13
Mandiankounda,13.57,-13.9
Mandiaye,14.88,-15.95
Mandijak,12.5,-16.43
Mandina,12.54,-16.25
Mandina-Maro,12.52,-16.23
Mandine Fode Kaba,13.08,-15.85
Mandioumba,15.53,-13.15
Mandioumba,15.37,-13.14
Mandjak,12.52,-16.35
Mandouar,12.82,-16.03
Mandouar,12.74,-16.16
Mandoufou Fode,13.02,-13.93
Mandoufou Kali,13,-13.92
Mandoumbe Khari,15,-16.2
Manekounda,12.63,-15.75
Manekounda,12.53,-15.78
Manemane,13.15,-16.17
Manga,12.67,-16.28
Mangagoulak,12.69,-16.44
Mangakounda,12.58,-15.94
Manganèm,14.03,-15.37
Mangara,15.18,-16.25
Mangaroungou,12.53,-15.52
Mangoule Oubem,12.85,-16.2
Mangoulé,12.88,-16.22
Mangri,12.83,-15.98
Maniare,13.25,-13.87
Manigui,13.52,-14.22
Maniora Mandingue,13.02,-15.7
Manka,13.63,-16.05
Mankakounda,13.62,-15.78
Mankolicounda,12.59,-15.49
Mankono Ba,12.87,-15.36
Mankonondine,12.77,-15.55
Mankonton,12.99,-15.68
Manoto,13.13,-15.45
Manpatariel,13.1,-14.25
Mansa Dala,13.28,-13.02
Mansaba,13.25,-15.73
Mantat,12.83,-16.67
Mantiabou,14.96,-12.49
Mantiankani,12.83,-14.67
Maodo,14.57,-14.78
Maoua,12.52,-16.08
Maoubé,13.25,-15.05
Mapagne,13.68,-14.38
Mar Fafako,14.05,-16.63
Mar Lodj,14.05,-16.68
Mar Souloum,14.03,-16.67
Mara,13.9,-15.28
Maragoukoto,12.82,-12.32
Marakissa,12.85,-15.95
Marakissa,12.8,-14.98
Maram Tiamé,14.97,-15.95
Maramasita,13.61,-12.43
Marandan,12.88,-15.3
Mararam,13.13,-16.07
Maraye,15.8,-16.33
Marda,16.55,-14.44
Marecounda,13.68,-14.03
Marene,15.22,-16.32
Mareve Boure,12.77,-13.97
Margou,13.25,-11.81
Maribe Patimkibo,13.02,-14.48
Maricounda,12.72,-14.03
Marive Samba,13.33,-14.68
Marnane,14.81,-17.15
Maro Koumba,15.39,-15.59
Marogou,12.44,-11.91
Maronèm,14.47,-16.28
Marou,14.38,-16.27
Marougou,12.9,-16.08
Marougoundi,12.67,-12.24
Marsa,14.72,-12.34
Marsassoum Santa,12.83,-15.94
Massacounda,13.51,-12.01
Massadala,13.29,-12.94
Massar,15.97,-16.33
Massar,15.78,-16.23
Massar,15.12,-16.75
Massar Diop,15.8,-16.23
Massar Diop,15.32,-16.31
Massar Teug,15.8,-16.26
Massara,15.33,-16.33
Massara,15.11,-15.95
Massara,12.73,-14.78
Massara,15.12,-15.94
Massara Gabou,16.24,-16.26
Massaran,13.07,-16.23
Massaria,12.57,-15.63
Massarinsou,13.8,-12.11
Massembé,13.77,-14.62
Massina Sene,12.9,-14.18
Matal,15.5,-15.31
Matalbante,15.32,-16.25
Matam,15.62,-13.33
Maugre,15.32,-15.02
Mauw,16.11,-13.52
Maya,14,-16.58
Mayaye,14.43,-15.88
Maye Goumel,15.55,-15.42
Maye Landan,14.87,-15.75
Mayel,14.88,-15.75
Mayel Bao,12.95,-13.93
Mayel Vanibabe,14.43,-13.03
Mayor,12.99,-15.74
Mayoro,15.7,-16
Mba,15.28,-16.77
Mba Aïssa,14.78,-16.33
Mbaba,14.98,-16.73
Mbabou,15.27,-16.22
Mbacke,14.8,-16.05
Mbada,14.7,-17.14
Mbadahoum,14.22,-16.03
Mbadal,14.37,-16.62
Mbadar,15.35,-16.52
Mbadiane,13.98,-14.83
Mbadiène,15.38,-15.13
Mbadié,14.95,-16.47
Mbaene,15.42,-15.47
Mbafaye,14.57,-16.78
Mbagné Séo,14.63,-15.93
Mbai Diop,15.13,-16.13
Mbailadji,14.26,-12.78
Mbaiseri,14.58,-16.83
Mbaiti,13.73,-14.75
Mbake Kayor,15.11,-16.2
Mbake Salao,14.33,-16.18
Mbakeundeu,14.78,-17.29
Mbakhas,15.91,-16.3
Mbakna,15.88,-13.43
Mbaké Bari,15.49,-15.88
Mbaké Djouroul,14.78,-15.8
Mbaké Nabé,14.24,-12.64
Mbalamezone,14.62,-16.63
Mbalene,14.87,-16.82
Mbalibor,14.71,-17.19
Mbam,14.12,-16.43
Mbamane,14.38,-16.32
Mbambara,15.95,-16.5
Mbanane,15.67,-13.38
Mbanar,15.43,-15.94
Mbandé,15.92,-16.13
Mbane,16.27,-15.8
Mbane Eléana,16.25,-15.69
Mbantou,16.54,-14.84
Mbao,15.81,-16.52
Mbap,13.72,-15.78
Mbap,13.6,-15.48
Mbap Peul,15.15,-16.07
Mbar,14.53,-15.77
Mbarak,15.9,-16.36
Mbarama,15.18,-16.07
Mbaro,13.67,-14.77
Mbarom,15.43,-16.33
MbarouBof,16.15,-16.33
Mbass,12.62,-12.83
Mbassis,14.37,-16.68
Mbassis,14.08,-16.43
Mbatalga,14.83,-17.26
Mbatar,15.77,-16.25
Mbaubène,16.1,-16.41
Mbavene Thiasde,15.51,-15.56
Mbayar,14.3,-16.67
Mbaye,15.53,-16.45
Mbaye,15.38,-15.26
Mbaye,14.85,-16.37
Mbaye Baye,15.87,-16.28
Mbaye Baye Sar,15.9,-16.29
Mbaye Bayou,15.12,-16.88
Mbaye Dialo,15.2,-16.68
Mbaye Faye Fafa,13.73,-15.8
Mbaye Faye Ouali Bop,13.73,-15.85
Mbaye Mbaye,15.67,-16.37
Mbaye Mbaye,13.97,-15.05
Mbaye Mbaye Ouolof,15.87,-16.31
Mbaye Mbaye Peul,15.88,-16.3
Mbaye Mbaye Tout,15.88,-16.31
Mbaye Séo,14.6,-15.92
Mbayen,15.68,-15.55
Mbayene 1,15,-16.87
Mbayene Ndakhar,13.83,-15.32
Mbayene Ndjoudam,15.18,-15.98
Mbayène,15.76,-16.36
Mbayène,15.72,-16.17
Mbayène,15.33,-16.05
Mbayène,15.17,-16.3
Mbayène,15.12,-16.73
Mbayène,14.83,-16.32
Mbayène,14.82,-16.13
Mbayène,14.58,-15.77
Mbayène,14.77,-17.06
Mbaï,14.77,-16.37
Mbaïla,15.49,-13.27
Mbaïti Massamba,15.2,-16.17
Mbedape,14.45,-16.57
Mbeeda,15.75,-13.78
Mbelane,14.05,-16.45
Mbelkmor,14.52,-15.83
Mbellèkh,14.8,-17.29
Mbelogne Bali,14.67,-14.68
Mbelogne Bayedi,16.1,-15.7
Mbemene,15.22,-15.55
Mbenguene Diavar,15.34,-16.41
Mbenndi,14.89,-17.03
Mbep,14.75,-15.55
Mber,15.42,-16.08
Mber,15.22,-16.55
Mber,14.74,-17.29
Mbessine,15.24,-16.12
Mbetchi,14.67,-15.6
Mbetet,14.35,-14.98
Mbetit Gouye,14.43,-16.53
Mbetèt,15.3,-16.72
Mbeulake,15.65,-15.35
Mbeyelogne,15.48,-15.46
Mbeyene,14.78,-15.53
Mbidiam Lébou,14.89,-17.08
Mbil,14.42,-15.98
Mbil,13.98,-16.38
Mbilor Dieri,16.48,-15.56
Mbirakam,15.1,-16.03
Mbirane Gaye,15.9,-16.23
Mbirdiamm,14.7,-17.13
Mbirine,15.15,-16.42
Mbirk,14.28,-16.35
Mbit,14.9,-16.38
Mboba,15.15,-16.18
Mbobene,14.62,-15.92
Mbodie,15.42,-15.99
Mbodiène,14.22,-16.17
Mbodiène,14.82,-15.82
Mbodogne,14.9,-15.9
Mboinan,15.65,-15.39
Mbollop,13.93,-15.55
Mbolo Biram,16.06,-13.81
Mboltogne,16.15,-16.31
Mbon,12.58,-12.88
Mbon,12.56,-12.9
Mbondane,14.58,-16.52
Mborhodofe,14.23,-16.32
Mboro,15.14,-16.9
Mboro Kandio,15.16,-16.92
Mboro-sur-Mer,15.17,-16.91
Mbos,14.37,-15.75
Mbos Ngogne,14.53,-17.07
Mbos Niomboul,14.47,-16.07
Mbot,14.7,-17.22
Mboubène Mbatar,15.76,-16.26
Mboudaye Sek,14.47,-16.62
Mboufta,15.03,-16.7
Mbouka,14.63,-17.13
Mbouka Peul,14.69,-17.16
Mbouki,15.12,-16.07
Mboukoutour,14.43,-16.45
Mboul,14.7,-13.57
Mboul,15.5,-16.42
Mboul,15.35,-14.46
Mboul,14.63,-16.45
Mboul,14.58,-15.92
Mboul,14.05,-13.92
Mboul,13.93,-15.32
Mboul,14.72,-17.49
Mboul,14.75,-17.09
Mboula,15.67,-15.43
Mbouloum Seno,14.42,-15.78
Mboulèm,14.4,-16.9
Mboulé,15.2,-16.45
Mboume Niel,14.67,-13.37
Mboundi,15.9,-16.39
Mbouniet,14.5,-17.04
Mboup,15.62,-16.32
Mbour,14.45,-17.14
Mboure,13.85,-14.9
Mbouro,13.7,-14.17
Mbouromassi,13.62,-14.32
Mbouror,14.4,-16.87
Mbourou,14.67,-17.13
Mbourouk,14.67,-17.12
Mbous,14.82,-17.24
Mboussali,14.83,-15.63
Mbousso,14.8,-16.48
Mboussobé,15.33,-15.59
Mboussobé,14.85,-15.78
Mboye,15.95,-16.34
Mboye,15.97,-16.32
Mboye Diom,14.98,-15.77
Mboyo,16.64,-14.8
Mboyo,16.53,-14.8
Mboyo Gomène,15.81,-16.33
Mboyène,14.68,-16.38
Mbress,16.16,-16.2
Mbèlone,15.55,-13.45
Mbèlongout,14.38,-16.63
Mbèlègne Kodiolè,15.99,-15.66
Mbène,14.62,-15.7
Mbèss,15.42,-16.68
Mbèye,16.3,-16.43
Mbédiègne,15.22,-16.57
Mbédiène,15.5,-16.2
Mbéfèl,14.47,-16.65
Mbégué,14.48,-15.5
Mbélegne,15.74,-15.76
Mbélegne,15.48,-16
Mbélogne,15.61,-14.39
Mbélogne,14.8,-15.77
Mbélogne Goudé,16.19,-15.58
Mbéma,12.6,-12.72
Mdifif,15.03,-16.75
Mdogone,14.77,-16.57
Meckhe,15.11,-16.62
Medina Abolou,13.77,-14.77
Medina Babou,13.97,-15.78
Medina Bobo,14.67,-15.77
Medina Cherif,12.93,-14.22
Medina Dakhar,15.1,-16.55
Medina Diognik,14.05,-15.63
Medina Fas,14.15,-15.18
Medina Gounas,14.77,-17.39
Medina Kel,14.77,-17.32
Medina Keur Babou,13.92,-15.65
Medina Pakane,13.03,-13.78
Medina Sanba Gouro,14.78,-12.57
Medina Sar,14.57,-15.92
Medina Toure,14.9,-15.98
Medina Yelour,16.19,-15.62
Medina el Hadji,12.75,-14.92
Medina-Saback,13.6,-15.58
Medine,14.86,-17.03
Medna,13.72,-15.87
Meguieg,12.95,-16.14
Meke Village,15.12,-16.68
Memedou Komba,15.35,-16.37
Mene,16.55,-14.84
Mengnélé,15.89,-15.7
Menguegne Peul,16.02,-16.35
Menguègne,16.02,-16.36
Menguègne Boye,16.01,-16.36
Menna Dakar,15.63,-16.43
Meo Ndiayene,13.88,-15.35
Meou Diobene,13.32,-14.85
Meouane,15.08,-16.76
Meoudou,15.07,-16.45
Meoudou,15.04,-16.34
Meoudou Kane,14.95,-16.55
Merekoto,14.05,-13.4
Mereto,13.82,-14.45
Mereve,12.72,-14.47
Meri M'Backe,14.75,-15.92
Merina,15.38,-16.5
Merina Fal,15.12,-16.82
Merina Guèye,15.12,-16.85
Merina Ndiaye,15.51,-16.51
Merina Ndiaye,15.37,-16.58
Merina Ndiaye,14.83,-15.72
Merina Ndiol,15.29,-16.68
Merina Palèm,15.78,-16.27
Merina Sal,15.84,-16.36
Merina Santie,15.7,-16.38
Merina Sar,15.43,-16.08
Merina Sek,15.45,-16.52
Merinaghem,15.95,-15.97
Mermoz,14.71,-17.47
Messere Mbabon,15.22,-16.23
Messere Teug,15.48,-16.45
Messeré,15,-16.63
Messira,13.68,-16.5
Messira,13.05,-15.43
Messére Guibel,13.97,-14.83
Messéré,14.72,-17.04
Messéré Tiakel,13.87,-14.87
Met,14.55,-16.05
Meumou,14.98,-16.67
Mguène,15.43,-16.37
Miga Roto,15.45,-15.36
Miliou,12.67,-13.08
Mina,13.83,-15.43
Minal,13.87,-15.07
Minal,13.82,-14.77
Minam,14.68,-17.22
Missara,13.07,-16.6
Missira,12.5,-11.69
Missira,14.93,-16.08
Missira,14.93,-15.97
Missira,14.25,-14.57
Missira,14.02,-15.12
Missira,13.98,-15.12
Missira,13.8,-13.77
Missira,13.77,-16
Missira,13.53,-13.52
Missira,13.3,-15.75
Missira,13.18,-13.62
Missira,13.09,-11.7
Missira,12.85,-14.65
Missira,12.72,-15.8
Missira,12.7,-14.87
Missira,12.55,-15.49
Missira Balde Kayéra,13.42,-14.92
Missira Bourbon,12.77,-15.22
Missira Boyene,13.38,-14.75
Missira Damantan,12.97,-13.37
Missira Diaka,13.15,-13.43
Missira Dinai,13.87,-16.03
Missira Doro,13.32,-15.28
Missira Kouba,13.2,-13.78
Missira Loène,14.95,-15.98
Missira Mamadou Baldé,12.77,-15.02
Missira Samba Yisse,14.81,-12.45
Mlomp,12.83,-16.53
Mlomp,12.55,-16.59
Mocane,14.45,-16.48
Modi Koko,15,-15.83
Modiane,14.57,-16.72
Modiane Ehaye,14.38,-15.88
Modikélol,15.32,-13.92
Modji,15.42,-15.88
Modou Tal,14.93,-15.77
Mofoti,13.53,-13.63
Mogo Yalalbe,15.67,-13.4
Moki,12.83,-14.47
Mollé Wala,16.14,-13.5
Molor,14.72,-16.67
Moltaba,12.82,-14.77
Mongona,12.98,-16.46
Moniam,13.1,-15.9
Moniam,12.88,-16.18
Monorop,14.53,-16.53
Mont Roland,14.93,-16.98
Mordam Guèye,15.12,-15.99
Mori,13.73,-14.55
Moribougou,14.84,-12.46
Moricounda,12.79,-16.06
Morlo,14.85,-15.93
Moro Ndiaye,14.92,-16.15
Morou,16.14,-15.44
Moroye,14.05,-13.57
Moroïafara,12.62,-11.78
Mosguee,12.81,-15.97
Mosladji,14.93,-16.32
Mosladji II,14.97,-16.32
Moudéri,15.06,-12.59
Mougnini,12.9,-13.73
Moui,15.2,-16.22
Moui,13.93,-15.48
Mouit,15.86,-16.5
Mouitaba,13.12,-14.47
Mouk Mouk,15.43,-15.79
Moules-Essy,13.58,-13.65
Moulouga,12.44,-11.69
Mounavara,13.87,-15.42
Moundai Orgo,16.64,-14.7
Mounde,13.95,-16.65
Moundo Sankoulé,13.05,-13.83
Mountabou,13.67,-13.62
Mounti,12.97,-13.92
Moura,13.22,-11.61
Moura Mal,15.83,-16.07
Mourdioujène,15.08,-16.98
Moure,14.58,-15.63
Mouril,15.77,-16.48
Mourkadié,16.52,-14.75
Mouro,15.31,-15.97
Mourtéki,14.7,-15.97
Mousdalifa,13.9,-15
Moussa Gaye,13.72,-16.33
Moussa Pennda,13.75,-16.35
Moussala,13.69,-12.06
Moussala,13.19,-11.5
Moussala,12.92,-11.41
Moutina,12.37,-16.58
Mouy,15.56,-15.53
Moyafara,12.83,-15.27
Mpak,12.46,-16.24
Mpal,15.91,-16.26
Mpal Keli,15.43,-16.22
Mpas,14.18,-13.97
Mpaye,15.92,-16.3
Mâyél Dibi,13.88,-13.63
Médina,14.18,-15.37
Médina,14.02,-15.83
Médina,13.98,-15.17
Médina,13.93,-14.82
Médina,13.88,-15.4
Médina,16.18,-16.33
Médina Keur Lahine Mara,14,-15.12
Médina Koli,13.9,-15.12
Médina Mbaye Faye,13.72,-15.88
Médina Mbayène,14.03,-14.83
Médina Ndiayène,14.37,-14.87
Médina Sali,13.88,-14.9
Médina Sambène,14.33,-14.92
Médina Sintiou Amat Maram,13.82,-15.47
Médina Tiarène,14.1,-15.1
Médina Tioub,14.78,-17.27
Médina Tobène,14.23,-14.67
Médina Yogué,12.93,-14.28
Médinassi,15.32,-15.49
Méo,13.9,-15.35
Méo,13.87,-15.37
Méo Méo,14.3,-15.97
Méri,16.22,-14.06
Mérina,15.27,-16.23
Mérina,15.26,-15.99
Mérina,14.9,-16.25
Mérina,14.77,-16.12
Mérina,14.71,-17.27
Mérina Ast,15.02,-16.39
Mérina Diop,15.72,-16.32
Mérina Diop,15.57,-16.03
Mérina Diop,15.48,-16.5
Mérina Diop,15.33,-16.55
Mérina Diop,15.05,-16.45
Mérina Sambé,15.2,-16.75
Mévél,15.65,-15.26
N'Dagnar,15.23,-16.75
N'Dakar,15.17,-16.68
N'Dakar Lamane,15.4,-16.43
N'Dam,15.02,-16.58
N'Dam Motar Nar,15.35,-16.15
N'Dame,15.33,-16.25
N'Dandet,15.23,-16.68
N'Dankh,13.88,-15.52
N'Dankh,15.17,-16.64
N'Davuene,15.47,-16.27
N'Deck,14.77,-15.63
N'Deken,15.03,-16.45
N'Deme,15.48,-16.07
N'Deme,15.07,-16.23
N'Dia Koumpa,15.3,-16.25
N'Diabe,15.35,-16.43
N'Diacke,14.27,-15.75
N'Diadi N'Diaye,15.5,-16.15
N'Diadiane,14.52,-16.63
N'Diaien-Dakar,15.71,-15.6
N'Diakhaye,16.19,-15.82
N'Diakhaye,16.14,-15.72
N'Dialor,15.38,-16.32
N'Diaouar,15.43,-16.15
N'Diare Bail,15.42,-16.18
N'Diaret,15.37,-16.3
N'Diarga,15.1,-16.38
N'Diarndet,15.18,-16.38
N'Dias,15.12,-16.53
N'Diaye,15.08,-16.5
N'Diaye Bakol,15.05,-16.38
N'Diayene,14.17,-15.83
N'Diayuene,15.43,-16.02
N'Dieguelt,15.07,-16.75
N'Dielbere,15.22,-16.35
N'Dieng,15.18,-16.4
N'Dieng,15.03,-16.77
N'Diengue,15.35,-16.48
N'Dienne,15.33,-16.23
N'Diguel,15.27,-16.37
N'Dillakh,15.05,-16.4
N'Dilli,14.8,-15.95
N'Dimbe Taba,13.82,-15.58
N'Dimebou,15.5,-16.27
N'Dinet,15.08,-16.37
N'Diobene Tai,15.28,-16.4
N'Diogo Maye,15.08,-16.38
N'Dioguel,15.33,-16.37
N'Diok,15.22,-16.28
N'Dioli,13.87,-15.57
N'Dionic,14.03,-15.65
N'Diot,15.25,-16.47
N'Diote,14.88,-12.93
N'Dioufene,13.85,-16.02
N'Dioufene,13.87,-16.38
N'Dioukh,15.12,-16.43
N'Dioul,15.07,-16.3
N'Dobolo,15.08,-16.6
N'Dofan,13.92,-15.93
N'Dome,15.05,-16.73
N'Doumbil,15.18,-16.72
N'Gagne,14.13,-15.55
N'Gai N'Gai,15.27,-16.35
N'Gaien Sar,15.87,-16.08
N'Gakham,15.05,-16.8
N'Galap,15.17,-16.33
N'Gamebi,13.92,-15.82
N'Gape,14.25,-16.17
N'Gappe,15.33,-15.52
N'Gar,15.18,-16.2
N'Gate,15.35,-16.63
N'Gaye,15.45,-16.35
N'Gazobill,14.2,-16.87
N'Ger,15.03,-16.67
N'Gol Goureye,15.3,-16.07
N'Gonane,14.87,-15.95
N'Goppe,15.15,-16.35
N'Gouit,16.14,-13.93
N'Gouy,14,-15.58
N'Guebel,15.35,-16.58
N'Gueidj,15.57,-16.38
